Class	Method	English Term	Translated Term	Translated Term	Remarks	Example URL
Statistics_HtmlSubwriter		Export as CSV				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		JPEG Views				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Zoomable Views				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Citation Views				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Thumbnail Views				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Text Searches				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Flash Views			Items which are utilizing Adobe Flash files	http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Map Views				http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Download Views			Views on the page which lists the downloads	http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Static Views			"Views on the static pages, which is how search engines index system"	http://ufdc.ufl.edu/stats/usage/items
Statistics_HtmlSubwriter		Collections				
Statistics_HtmlSubwriter		Type				
Statistics_HtmlSubwriter		Terms				
Statistics_HtmlSubwriter		Time				
Statistics_HtmlSubwriter		Title				
Statistics_HtmlSubwriter		NUMBER				
Statistics_HtmlSubwriter	add_collections_by_date	"The data below shows details for the views that occurred at each level of the collection hierarchy (Collection Groups, Collections, SubCollections)."				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	These statistics show the number of times users:				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	navigated to the collection main pages				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	browsed the items or information about the collection				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	performed searches against the items contained in the collection				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	viewed titles and items contained within the collection				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	"For the specialized item-level view details, see Item Views by Date."				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	The usage for all the collections appears below for the following data range:				http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	GROUP CODE			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	COLL CODE			Short for Collection Code - Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	SUB CODE			Short for Subcollection Code - Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		TOTAL VIEWS			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		VISITS			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		MAIN PAGES			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		BROWSES			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		SEARCH RESULTS			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		TITLE VIEWS			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter		ITEM VIEWS			Header for table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collections_by_date	ALL COLLECTION GROUPS			Row header in table	http://ufdc.ufl.edu/stats/usage/collections
Statistics_HtmlSubwriter	add_collection_history	Usage history for a single collection is displayed below. This history includes views of the collection and views of the items within the collections.				http://ufdc.ufl.edu/stats/usage/history
Statistics_HtmlSubwriter	add_collection_history	The usage displayed is for the following collection:				http://ufdc.ufl.edu/stats/usage/history
Statistics_HtmlSubwriter	add_collection_history	The data below shows the collection history for the selected collection.  The first table shows the summary of all views of this collection and items contained in the collection.  The second table includes the details for specialized item-level views.				http://ufdc.ufl.edu/stats/usage/history
Statistics_HtmlSubwriter	add_collection_history_text	"Below is the history collection information included in comma-seperated value form.  To use the data below, cut and paste it into a CSV or text file.  The resulting file can be opened in a variety of applications, including OpenOffice and Microsoft Excel."				
Statistics_HtmlSubwriter		MONTH				
Statistics_HtmlSubwriter		Titles and Items				
Statistics_HtmlSubwriter	add_overall_usage	Below are the most up to date numbers for overall utilization of %1.  The first table shows the summary of views against all collections.  The second table includes the details for specialized item-level views.			%1 = abbreviation for system.  For overall usage page	http://ufdc.ufl.edu/stats/usage
Statistics_HtmlSubwriter	add_item_count_html	NO ITEM COUNT AVAILABLE				http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	Below are the number of items in each collection and subcollection.				http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	TITLES			Header for table	http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	ITEMS			Header for table	http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	PAGES			Header for table	http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	FYTD TITLES			"If in Fiscal Year to Date mode, header for table"	http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	FYTD ITEMS			"If in Fiscal Year to Date mode, header for table"	http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter	add_item_count_html	FYTD PAGES			"If in Fiscal Year to Date mode, header for table"	http://ufdc.ufl.edu/stats/itemcount
Statistics_HtmlSubwriter		List View				
Statistics_HtmlSubwriter		Brief View				
Statistics_HtmlSubwriter		Tree View				
Statistics_HtmlSubwriter		BibID				
Statistics_HtmlSubwriter		VID				
Statistics_HtmlSubwriter		The following terms are defined below:				
Statistics_HtmlSubwriter		Collection Hierarchy				
Statistics_HtmlSubwriter		Collection Groups				
Statistics_HtmlSubwriter		SubCollections				
Statistics_HtmlSubwriter		NO STATISTICS FOUND FOR THAT DATE RANGE				
Statistics_HtmlSubwriter	add_item_count_textual	"Below is the item count with fiscal year to date information included in comma-seperated value form.  To use the data below, cut and paste it into a CSV or text file.  The resulting file can be opened in a variety of applications, including OpenOffice and Microsoft Excel."			For exporting the item count information as CSV	http://ufdc.ufl.edu/stats/itemcount/text
Statistics_HtmlSubwriter		Defined Terms				
Statistics_HtmlSubwriter		CODES				
Statistics_HtmlSubwriter		NAME				
Statistics_HtmlSubwriter		TOTAL				
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	"This option allows the complete title count, item count, and page count to be viewed for a previous time and to additionally see the growth between two arbitrary dates."				http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	"The title count, item count, and page count appear below for the following two arbitrary dates:"				http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	"To change the dates shown, choose your dates above and hit the GO button."				http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	Item Count and Growth				http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	"Below are the number of titles, items, and pages in each collection and subcollection.  The &quot;INITIAL&quot; values are the values that were present at midnight on %1 before any new items were processed that day."			%1 = first date selected	http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	" The &quot;ADDED&quot; values are the number of titles, items, and pages that were added between %1 and %2 inclusive."			%2 = second date selected	http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	INITIAL TITLES				http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	INITIAL ITEMS				http://ufdc.ufl.edu/stats/itemcount/arbitrary
Statistics_HtmlSubwriter	add_item_count_arbitrary_html	INITIAL PAGES				http://ufdc.ufl.edu/stats/itemcount/arbitrary
						
Item_HtmlSubwriter	constructor	Error encountered while sending email			Used when sending an email about a particular item	
Item_HtmlSubwriter		Error encountered while trying to save to your bookshelf				
Item_HtmlSubwriter	constructor	Your email has been sent			Used when sending an email about a particular item	
Item_HtmlSubwriter	constructor	Item was saved to your bookshelf.			Used when adding a book to your bookshelf	
Item_HtmlSubwriter	constructor	ERROR encountered while trying to save to your bookshelf.			Used when adding a book to your bookshelf	
Item_HtmlSubwriter	constructor	Item was removed from your bookshelves.			Used when removing a book from your bookshelf	
Item_HtmlSubwriter	constructor	ERROR encountered while trying to remove item from your bookshelves.			Used when removing a book from your bookshelf	
Item_HtmlSubwriter		MATCHING PAGES			If there are matching pages (show in left nav bar) - deprecated?	
Item_HtmlSubwriter		MATCHING TILES			If the results are from an aerial photograph item - deprecated?	
Item_HtmlSubwriter		SHOW TABLE OF CONTENTS				
Item_HtmlSubwriter		HIDE				
Item_HtmlSubwriter		TABLE OF CONTENTS				
Item_HtmlSubwriter		HIDE TABLE OF CONTENTS				
Item_HtmlSubwriter		View Work Log				
Item_HtmlSubwriter		Private Resource				
Item_HtmlSubwriter		Public Resource				
Item_HtmlSubwriter		Accession number				
Item_HtmlSubwriter		Usage Statistics				
Item_HtmlSubwriter		MARC View				
Item_HtmlSubwriter		Metadata				
Item_HtmlSubwriter		Tree View				
Item_HtmlSubwriter		Thumbnails				
Item_HtmlSubwriter		List View				
Item_HtmlSubwriter		Manage Download Files				
Item_HtmlSubwriter		Edit Item Behaviors				
Item_HtmlSubwriter		Manage Pages and Divisions				
Item_HtmlSubwriter		Manage Geo-Spatial Data				
Item_HtmlSubwriter		beta				
Item_HtmlSubwriter		View Tracking Sheet				
Item_HtmlSubwriter		Mass Update Item Behaviors				
Item_HtmlSubwriter		First Page				
Item_HtmlSubwriter		Edit Item Group Behaviors				
Item_HtmlSubwriter		Previous Page				
Item_HtmlSubwriter		Next Page				
Item_HtmlSubwriter		Last Page				
Item_HtmlSubwriter		Next				
Item_HtmlSubwriter		Last				
Item_HtmlSubwriter		First				
Item_HtmlSubwriter		Previous				
Item_HtmlSubwriter	Add_Internal_Header_HTML	Edit Metadata			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Edit Behaviors			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Change Access Restriction			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Public Item			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Private Item			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Dark Item			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Restricted Item			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	View Work History			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Manage Files			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Perform QC			QC = Quality Control	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Perform Quality Control			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Comments			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Save new internal comments			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	SET ACCESS RESTRICTIONS			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Make item public			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Add IP restriction to this item			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Make item private			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Delete this item			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Cancel changes			Used in the item-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Add Volume			Used in the title-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Auto-Fill Volumes			Used in the title-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Edit Serial Hierarchy			Used in the title-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Mass Update Volumes			Used in the title-level internal header	
Item_HtmlSubwriter	Add_Internal_Header_HTML	Hide Internal Header				
Item_HtmlSubwriter	Add_Internal_Header_HTML	Show Internal Header				
Item_HtmlSubwriter		Container List			When displaying finding guides which have a section called 'container list'	
Item_HtmlSubwriter		DARK ITEM				
Item_HtmlSubwriter		PRIVATE ITEM				
Item_HtmlSubwriter		Digitization of this item is currently in progress.				
Item_HtmlSubwriter		Go To:			Prompt for selecting page from the drop down	
						
						
						
						
						
						
AddRemove_Fragment_ItemViewer	Add_Main_Viewer_Section	Add this Item to your Bookshelf			Title for the pop-up form for adding an item to a bookshelf	
AddRemove_Fragment_ItemViewer	Add_Main_Viewer_Section	Enter notes for this item in your bookshelf			Pop-up form for adding an item to a bookshelf	
AddRemove_Fragment_ItemViewer	Add_Main_Viewer_Section	Bookshelf:			Pop-up form for adding an item to a bookshelf	
AddRemove_Fragment_ItemViewer	Add_Main_Viewer_Section	My Bookshelf			Pop-up form for adding an item to a bookshelf	
AddRemove_Fragment_ItemViewer	Add_Main_Viewer_Section	Notes:			Pop-up form for adding an item to a bookshelf	
AddRemove_Fragment_ItemViewer		Open bookshelf in new window				
AddRemove_Fragment_ItemViewer		Cancel				
AddRemove_Fragment_ItemViewer		Save				
AddRemove_Fragment_ItemViewer		Send				
						
Describe_Fragment_ItemViewer	Add_Main_Viewer_Section	Add Item Description			Title for the pop-up form for adding a description to an item	
Describe_Fragment_ItemViewer	Add_Main_Viewer_Section	Enter a description or notes to add to this item			Pop-up form for adding a description to an item	
Describe_Fragment_ItemViewer	Add_Main_Viewer_Section	Notes:			Pop-up form for adding a description to an item	
Describe_Fragment_ItemViewer		Close				
						
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print Options			Title for the pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Include brief citation?			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Full citation			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Citation only			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print thumbnails			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print current view			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print current page			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print all pages			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print a range of pages			Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	from			As in FROM page 2 TO page 3 - Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	to			As in FROM page 2 TO page 3 - Pop-up form for printing an item	
PrintForm_Fragment_ItemViewer	Add_Main_Viewer_Section	Print			Title for the print button	
PrintForm_Fragment_ItemViewer		Close				
PrintForm_Fragment_ItemViewer		Cancel				
PrintForm_Fragment_ItemViewer		Select the options below to print this item				
						
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	Send this Item to a Friend			Title for the pop-up form for emailing an item	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	Enter the email information below			Pop-up form for emailing an item	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	To:			Pop-up form for emailing an item	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	Comments:			Pop-up form for emailing an item	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	Format:			Pop-up form for emailing an item	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	HTML:			Send the email as HTML format	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	Text:			Send the email plain text format	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	Send			Title for the send button	
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	You must wait %1 seconds between sending emails.				
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	You cannot send to more than %1 email addresses simultaneously.				
Send_Fragment_ItemViewer	Add_Main_Viewer_Section	You have reached your daily quota for emails.				
Send_Fragment_ItemViewer		Close				
Send_Fragment_ItemViewer		Plain Text				
Send_Fragment_ItemViewer		Cancel				
						
Share_Fragment_ItemViewer	Add_Main_Viewer_Section	Add to favorites			Hover over for adding the current URL to your favorites in your browser	
						
Checked_Out_ItemViewer	Add_Main_Viewer_Section	The item you have requested contains copyright material and is reserved for single-use.  <br /><br />Someone has currently checked out this digital copy for viewing.  <br /><br />Please try again in several minutes.			If an item is marked for single use and someone else is already using the item	
						
Citation_ItemViewer	Add_Main_Viewer_Section	Standard View			Sub-option under the citation on the item-level nav menu	http://www.dloc.com/AA00010915/00001/usage
						
Citation_ItemViewer	Add_Main_Viewer_Section	MARC View			Sub-option under the citation on the item-level nav menu	http://www.dloc.com/AA00010915/00001/usage
						
Citation_ItemViewer	Add_Main_Viewer_Section	Metadata			Sub-option under the citation on the item-level nav menu	http://www.dloc.com/AA00010915/00001/usage
						
Citation_ItemViewer	Add_Main_Viewer_Section	Usage Statistics			Sub-option under the citation on the item-level nav menu	http://www.dloc.com/AA00010915/00001/usage
Citation_ItemViewer	Statistics_String	This item was has been viewed %1 times within %2 visits.  Below are the details for overall usage for this item within this library.			For viewing the item usage statistics	http://www.dloc.com/AA00010915/00001/usage
Citation_ItemViewer	Statistics_String	"For definitions of these terms, see the definitions on the main statistics page."			For viewing the item usage statistics	http://www.dloc.com/AA00010915/00001/usage
Citation_ItemViewer		Date				
Citation_ItemViewer		Views				
Citation_ItemViewer		Visits				
Citation_ItemViewer		JPEG				
Citation_ItemViewer		Zoomable				
Citation_ItemViewer		Citation				
Citation_ItemViewer		Thumbnail				
Citation_ItemViewer		Text				
Citation_ItemViewer		Flash				
Citation_ItemViewer		Map				
Citation_ItemViewer		Download				
Citation_ItemViewer		Static				
Citation_ItemViewer		%1 STATISTICS				
Citation_ItemViewer		Total				
Citation_ItemViewer		View Finding Aid (EAD)				
Citation_ItemViewer		Missing Image				
Citation_ItemViewer	Metadata_String	"The data (or metadata) about this digital resource is available in a variety of metadata formats. For more information about these formats, see the <a href=""http://ufdc.ufl.edu/sobekcm/metadata"">Metadata Section</a> of the <a href=""http://ufdc.ufl.edu/sobekcm/"">Technical Aspects</a> information."			Main text at the top of the metadata section	http://ufdc.ufl.edu/UF00082548/00001/metadata
Citation_ItemViewer	Metadata_String	View Complete METS/MODS			Link for the METS/MODS file	http://ufdc.ufl.edu/UF00082548/00001/metadata
Citation_ItemViewer	Metadata_String	"This metadata file is the source metadata file submitted along with all the digital resource files. This contains all of the citation and processing information used to build this resource. This file follows the established <a href=""http://www.loc.gov/standards/mets/"">Metadata Encoding and Transmission Standard</a> (METS) and <a href=""http://www.loc.gov/standards/mods/"">Metadata Object Description Schema</a> (MODS). This METS/MODS file was just read when this item was loaded into memory and used to display all the information in the standard view and marc view within the citation."			Information about the METS/MODS file	http://ufdc.ufl.edu/UF00082548/00001/metadata
Citation_ItemViewer	Metadata_String	View MARC XML File			Link for the MarcXML file	http://ufdc.ufl.edu/UF00082548/00001/metadata
Citation_ItemViewer	Metadata_String	"The entered metadata is also converted to MARC XML format, for interoperability with other library catalog systems.  This represents the same data available in the <a href=""%1"">MARC VIEW</a> except this is a static XML file.  This file follows the <a href=""http://www.loc.gov/standards/marcxml/"">MarcXML Schema</a>."			Information about the MarcXML file	http://ufdc.ufl.edu/UF00082548/00001/metadata
Citation_ItemViewer	Metadata_String	View TEI/Text File			Link for the (optional) TEI file	http://ufdc.ufl.edu/UF00082548/00001/metadata
Citation_ItemViewer	Metadata_String	"The full-text of this item is also available in the established standard <a href=""http://www.tei-c.org/index.xml"">Text Encoding Initiative</a> (TEI) downloadable file."			Information about the (optional) TEI file	http://ufdc.ufl.edu/UF00082548/00001/metadata
						
Citation_ItemViewer	MARC_String	The record above was auto-generated from the METS file.			Note below the MARC records	http://ufdc.ufl.edu/UF00082548/00001/marc
						
Citation_ItemViewer	Standard_String	Material Information			Heading for basic material information	http://ufdc.ufl.edu/l/UF00082548/00001/citation
Citation_ItemViewer	Standard_String	Notes			Heading for the list of notes	http://ufdc.ufl.edu/l/UF00082548/00001/citation
Citation_ItemViewer	Standard_String	Subjects			Heading for the list of subjects	http://ufdc.ufl.edu/l/UF00082548/00001/citation
Citation_ItemViewer	Standard_String	Record Information			Heading for th Information about the record itself	http://ufdc.ufl.edu/l/UF00082548/00001/citation
Citation_ItemViewer	Standard_String	Related Items			Heading for the list of any related items	http://ufdc.ufl.edu/l/UF00082548/00001/citation
Citation_ItemViewer	Standard_String	%1 Membership			%1=abbrevation of system.  Lists aggregations under which this item appears	
Citation_ItemViewer	Standard_String	System Admin Information			Keys for this item from the database	
Citation_ItemViewer	Standard_String	METS Information			Heading for information about the last METS file	
						
Download_ItemViewer	Add_Main_Viewer_Section	This item has the following downloads:			If there are pages and also downloads	
Download_ItemViewer	Add_Main_Viewer_Section	This item is only available as the following downloads:			If there are only downloads for this item (no pages)	http://ufdc.ufl.edu/l/IR00001586/00001/downloads
Download_ItemViewer		"To download, right click on the tile name below, select 'Save Link As...' and save the JPEG2000 to your local computer."				
Download_ItemViewer		"To download, right click on the tile name below, select 'Save Target As...' and save the JPEG2000 to your local computer. "				
Download_ItemViewer		The following tiles are available for download:				
						
EAD_Container_List_ItemViewer	Add_Main_Viewer_Section	Container List			Title for the list of all containers in this finding guide / EAD	
						
EAD_Description_ItemViewer	Add_Main_Viewer_Section	Archival Description			Title for the archival description viewer	
						
EmbeddedVideo_ItemViewer	Add_Main_Viewer_Section	Streaming Video			Title for the stream video viewer	
						
GnuBooks_PageTurner_ItemViewer	Add_Main_Viewer_Section	Return to Item				http://ufdc.ufl.edu/l/UF00082548/00001/pageturner#page/1
GnuBooks_PageTurner_ItemViewer	Add_Main_Viewer_Section	Zoom				
GnuBooks_PageTurner_ItemViewer		Book Turner presentations require a Javascript-enabled browser.				
						
Google_Map_ItemViewer	Add_Main_Viewer_Section	The following results match your geographic search and also appear on the navigation bar to the left:				"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Sheet			Used for 'Sheet 4' - for everything except aerials	"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Tile			Used for 'Tile 3' - for aerial photography	"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Zoom to extent			Zooms to the entire extent of the map sets	"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Zoom to matches			Zooms in to just the matching sheets/tiles	"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	There were no matches within this item for your geographic search.				"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Click here to search other items in the current collection				"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Modify item search				"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Modify search within flight			Special text for aerial photography sets	"http://ufdc.ufl.edu/l/UF00071726/00019?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Select the <i>Select Area</i> button below to draw a search box on the map or enter an address and press Find Address.				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer		Search				
Google_Map_ItemViewer		Search all flights				
Google_Map_ItemViewer		Search entire collection				
Google_Map_ItemViewer	Add_Main_Viewer_Section	Press the <i>Search</i> button to see results				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Address:				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	"Enter address ( i.e., 12 Main Street, Gainesville Florida )"				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	Find Address				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	PRESS TO SELECT AREA				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	PRESS TO SELECT POINT				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	SELECT THE FIRST POINT			When doing an area search	"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	SELECT THE SECOND POINT			When doing an area search	"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
Google_Map_ItemViewer	Add_Main_Viewer_Section	SELECT A POINT ON THE MAP				"http://ufdc.ufl.edu/l/UF00071726/00019/mapsearch?coord=29.6450422,-82.34721339999998,,"
						
HTML_Map_ItemViewer	Add_Main_Viewer_Section	Click on a sheet in the map to view a sheet			Used to display a map which is clickable to get to each subsequent page	
						
HTML_ItemViewer		Unable to pull html view for item				
HTML_ItemViewer		We apologize for the inconvenience.				
HTML_ItemViewer		Click here to report the problem.				
HTML_ItemViewer		Unable to pull html view for item %1				
						
Aware_JP2_ItemViewer		Zoom Out			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Zoom to Level			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Current Zoom			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Zoom In			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Rotate Clockwise			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Rotate Counter Clockwise			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Pan Up			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
